OTU_ID	Total_abund	FHF1-St1-Gr1-A	FHF1-St1-Gr1-B	FHF1-St1-Gr1-C	FHF1-St1-Gr2-A	FHF1-St1-Gr2-B	FHF1-St1-Gr2-C	FHF1-St2-Gr1-A	FHF1-St2-Gr1-B	FHF1-St2-Gr2-A	FHF1-St2-Gr2-B	FHF1-St2-Gr2-C	FHF1-St3-Gr1-A	FHF1-St3-Gr1-B	FHF1-St3-Gr1-C	FHF1-St3-Gr2-A	FHF1-St3-Gr2-B	FHF1-St3-Gr2-C	FHF1-St4-Gr1-A	FHF1-St4-Gr1-B	FHF1-St4-Gr1-C	FHF1-St4-Gr2-A	FHF1-St4-Gr2-B	FHF1-St4-Gr2-C	FHF2-St1-Gr1-A	FHF2-St1-Gr1-C	FHF2-St1-Gr2-A	FHF2-St1-Gr2-B	FHF2-St2-Gr1-A	FHF2-St2-Gr1-B	FHF2-St2-Gr1-C	FHF2-St2-Gr2-A	FHF2-St2-Gr2-B	FHF2-St2-Gr2-C	FHF2-St3-Gr1-A	FHF2-St3-Gr1-B	FHF2-St3-Gr1-C	FHF2-St3-Gr2-A	FHF2-St3-Gr2-B	FHF2-St3-Gr2-C	FHF2-St4-Gr1-A	FHF2-St4-Gr1-B	FHF2-St4-Gr1-C	FHF2-St4-Gr2-A	FHF2-St4-Gr2-B	FHF2-St4-Gr2-C	FHF2-St5-Gr1-A	FHF2-St5-Gr1-B	FHF2-St5-Gr1-C	FHF2-St5-Gr2-A	FHF2-St5-Gr2-B	FHF2-St5-Gr2-C	FHF3-St1-Gr1-A	FHF3-St1-Gr1-B	FHF3-St1-Gr1-C	FHF3-St1-Gr2-A	FHF3-St1-Gr2-B	FHF3-St1-Gr2-C	FHF3-St2-Gr1-A	FHF3-St2-Gr1-B	FHF3-St2-Gr1-C	FHF3-St2-Gr2-A	FHF3-St2-Gr2-B	FHF3-St2-Gr2-C	FHF3-St3-Gr1-A	FHF3-St3-Gr1-B	FHF3-St3-Gr1-C	FHF3-St3-Gr2-A	FHF3-St3-Gr2-B	FHF3-St3-Gr2-C	FHF3-St4-Gr1-A	FHF3-St4-Gr1-B	FHF3-St4-Gr1-C	FHF3-St4-Gr2-A	FHF3-St4-Gr2-B	FHF3-St4-Gr2-C	FHF3-St5-Gr1-A	FHF3-St5-Gr1-B	FHF3-St5-Gr1-C	FHF3-St5-Gr2-A	FHF3-St5-Gr2-B	FHF3-St5-Gr2-C	FHF4-St1-Gr1-A	FHF4-St1-Gr1-B	FHF4-St1-Gr1-C	FHF4-St1-Gr2-A	FHF4-St1-Gr2-B	FHF4-St1-Gr2-C	FHF4-St2-Gr1-A	FHF4-St2-Gr1-B	FHF4-St2-Gr1-C	FHF4-St2-Gr2-A	FHF4-St2-Gr2-B	FHF4-St2-Gr2-C	FHF4-St3-Gr1-A	FHF4-St3-Gr1-B	FHF4-St3-Gr1-C	FHF4-St3-Gr2-A	FHF4-St3-Gr2-B	FHF4-St3-Gr2-C	FHF4-St4-Gr1-A	FHF4-St4-Gr1-B	FHF4-St4-Gr1-C	FHF4-St4-Gr2-A	FHF4-St4-Gr2-B	FHF4-St4-Gr2-C	FHF4-St5-Gr1-A	FHF4-St5-Gr1-B	FHF4-St5-Gr1-C	FHF4-St5-Gr2-A	FHF4-St5-Gr2-B	FHF4-St5-Gr2-C	FHF5-St1-Gr1-A	FHF5-St1-Gr1-B	FHF5-St1-Gr1-C	FHF5-St1-Gr2-A	FHF5-St1-Gr2-B	FHF5-St1-Gr2-C	FHF5-St2-Gr1-A	FHF5-St2-Gr1-B	FHF5-St2-Gr1-C	FHF5-St2-Gr2-A	FHF5-St2-Gr2-B	FHF5-St2-Gr2-C	FHF5-St3-Gr1-A	FHF5-St3-Gr1-B	FHF5-St3-Gr1-C	FHF5-St3-Gr2-A	FHF5-St3-Gr2-B	FHF5-St3-Gr2-C	FHF5-St4-Gr1-A	FHF5-St4-Gr1-B	FHF5-St4-Gr1-C	FHF5-St4-Gr2-A	FHF5-St4-Gr2-B	FHF5-St4-Gr2-C	FHF5-St5-Gr1-A	FHF5-St5-Gr1-B	FHF5-St5-Gr1-C	FHF5-St5-Gr2-A	FHF5-St5-Gr2-B	FHF5-St5-Gr2-C	Taxa	order_orig
OTU687	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned	688
OTU690	305	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	62	2	81	93	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	10	Bacteria; Chloroflexi; Dehalococcoidetes; GIF9	691
OTU691	799	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	15	3	9	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	3	2	0	1	0	0	3	0	0	0	0	0	0	0	1	2	2	7	3	3	10	5	12	24	13	4	16	14	8	24	9	5	16	30	13	3	9	23	0	0	0	0	0	0	0	1	0	1	0	0	25	19	11	2	0	1	36	41	72	74	77	67	5	3	19	12	18	11	Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales; Piscirickettsiaceae	692
OTU692	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales; Piscirickettsiaceae	693
OTU693	677	0	2	1	2	0	2	15	2	12	6	19	42	24	10	45	19	1	2	0	0	0	0	0	37	26	33	20	31	12	16	14	2	21	0	4	5	1	0	0	1	2	0	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	3	17	8	2	4	1	2	0	5	6	3	4	0	3	0	0	0	0	0	0	0	0	0	2	3	7	4	6	1	17	1	3	0	11	15	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	17	5	13	11	7	17	7	7	2	4	5	0	0	0	0	0	1	0	2	0	0	0	0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Phyllobacteriaceae	694
OTU694	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned	695
OTU695	839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	0	0	0	4	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	6	4	2	3	0	2	1	2	1	7	5	13	5	2	1	5	0	0	0	0	1	0	0	0	0	0	0	0	28	39	8	35	19	28	1	8	11	4	8	6	3	0	0	1	0	0	2	5	1	0	8	0	0	0	1	1	0	3	71	58	60	36	24	49	41	24	54	23	48	18	7	1	3	8	8	2	0	0	1	0	1	0	1	0	0	0	0	0	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales	696
OTU696	1012	2	2	0	0	0	3	3	1	11	1	4	25	14	14	0	3	0	1	3	1	4	4	3	4	6	8	4	8	0	6	1	5	3	13	22	29	10	0	8	0	2	3	1	4	3	2	2	2	0	0	0	0	1	2	0	0	1	0	1	2	0	4	2	4	15	5	2	5	0	7	8	9	22	12	8	3	2	3	6	7	5	1	0	1	0	2	1	4	13	14	12	14	25	15	11	2	21	9	0	4	3	1	15	57	5	7	8	30	4	43	26	2	0	1	2	0	0	3	1	5	9	18	6	16	17	20	19	40	24	5	18	12	4	7	5	11	5	11	2	6	14	Bacteria; Actinobacteria; Acidimicrobiia; Acidimicrobiales	697
OTU697	974	0	0	0	0	0	0	0	0	0	0	0	2	3	6	0	0	0	1	1	1	0	1	1	0	0	1	1	3	0	0	1	6	2	6	2	2	1	0	0	1	3	0	0	0	0	0	0	0	0	0	1	0	2	9	13	2	2	1	2	2	4	11	12	6	9	7	3	4	4	1	2	1	2	0	2	10	6	3	4	2	2	9	8	7	9	9	17	7	38	27	34	36	47	37	22	21	46	31	1	14	6	3	3	5	1	6	11	5	1	7	17	3	14	16	18	1	14	12	8	12	13	22	6	21	14	20	14	11	8	2	7	9	15	13	12	4	4	12	3	0	7	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfobacterales; Desulfobacteraceae; Desulfococcus	698
OTU698	323	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales; Thiotrichaceae	699
OTU699	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned	700
OTU700	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales	701
OTU701	739	3	6	7	6	0	10	8	1	10	1	2	2	2	0	17	11	1	0	0	0	0	0	0	13	3	12	3	1	2	2	2	1	4	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	5	5	12	10	0	2	4	3	4	4	3	3	4	1	3	1	2	0	2	0	1	0	0	0	0	0	0	0	14	28	11	18	15	31	5	8	23	6	4	14	6	4	4	5	5	0	8	4	0	0	0	0	0	0	0	1	0	0	25	36	15	33	13	25	13	18	8	5	20	5	16	15	12	17	16	19	0	5	0	0	0	0	0	0	0	0	0	0	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; VC21_Bac22	702
OTU702	803	0	0	0	0	2	2	2	5	6	18	3	22	32	17	113	26	8	7	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	5	7	6	0	1	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	24	59	18	14	16	3	4	0	4	10	3	0	0	0	0	0	0	0	2	0	0	0	0	0	1	3	1	0	2	9	2	1	4	2	6	0	1	4	2	1	0	2	1	0	1	0	1	2	1	0	0	0	0	0	4	8	5	17	13	5	28	17	19	81	41	40	0	1	4	2	1	1	5	3	0	1	5	2	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Cryomorphaceae	703
OTU703	303	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	91	18	0	123	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	Bacteria; Actinobacteria; Acidimicrobiia; Acidimicrobiales	704
OTU704	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	154	0	0	0	49	0	0	0	0	136	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Caldithrix; Caldithrixae; Caldithrixales	705
OTU705	1175	0	0	0	0	0	1	0	0	2	0	0	52	34	17	1	2	0	7	10	7	6	3	8	4	3	10	6	8	3	1	2	0	11	8	26	57	49	5	24	11	11	8	2	36	19	2	3	1	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	1	0	0	18	4	5	17	27	14	3	5	3	1	3	3	0	3	0	1	0	0	2	3	16	7	5	22	7	1	3	13	7	0	7	10	3	6	64	4	13	23	76	8	95	50	1	0	0	0	2	0	0	0	0	1	0	2	6	4	2	3	7	3	9	17	7	7	5	5	20	3	17	4	16	10	Bacteria; Planctomycetes; Planctomycetia; Pirellulales; Pirellulaceae	706
OTU706	390	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	Unassigned	707
OTU707	1127	0	0	0	0	0	0	1	1	0	0	0	2	0	2	0	0	0	5	0	3	3	1	3	0	0	2	0	0	0	0	0	5	1	13	7	10	13	0	11	4	12	7	1	7	1	5	1	3	2	1	0	1	0	2	4	2	0	0	5	3	0	0	1	1	8	3	1	4	0	8	4	3	8	9	0	2	7	2	12	5	6	5	0	0	4	1	9	4	37	28	33	22	48	26	12	27	59	12	0	9	19	1	6	33	4	16	24	16	7	27	63	4	2	1	3	1	2	3	6	6	13	11	5	23	19	28	13	21	20	4	20	13	15	21	26	15	10	9	8	11	14	Bacteria; Acidobacteria; RB25	708
OTU708	1397	1	0	0	3	1	5	8	1	30	4	1	4	11	10	25	17	3	2	0	0	0	1	0	3	2	12	1	3	2	1	0	9	2	1	10	3	6	0	5	4	4	1	0	1	0	0	0	0	0	0	3	0	4	12	4	3	1	0	2	1	8	8	8	14	19	9	5	7	6	7	4	5	9	8	5	8	2	0	4	3	2	27	23	1	27	34	39	12	19	22	12	11	21	15	6	2	14	3	1	8	10	1	1	11	2	1	9	3	1	5	7	9	4	13	8	5	6	40	44	63	68	138	49	41	27	29	15	34	36	0	15	3	3	4	8	9	2	3	1	2	2	Bacteria; WS3; PRR-12; GN03; KSB4	709
OTU709	553	0	0	0	0	0	3	2	0	4	0	0	8	19	4	3	0	1	5	3	6	4	4	4	1	0	0	0	0	0	1	0	0	0	27	1	7	9	1	4	1	2	0	1	0	2	0	2	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	1	7	13	8	10	1	1	3	3	5	2	0	0	0	0	0	0	1	0	0	0	6	10	0	1	5	12	10	0	2	23	3	13	40	5	10	15	20	5	51	26	0	0	0	0	0	0	0	0	0	0	1	1	2	4	0	1	3	2	5	14	15	4	1	6	21	4	8	0	1	11	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae	710
OTU710	396	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	374	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Chromatiales	711
OTU711	367	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	29	0	0	0	92	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	144	3	25	4	0	1	23	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	30	Bacteria; Chloroflexi; Dehalococcoidetes; Dehalococcoidales; Dehalococcoidaceae	712
OTU712	554	0	0	0	0	0	0	19	3	23	8	2	5	4	1	15	11	2	0	0	0	0	0	0	10	4	11	4	2	2	6	2	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	2	0	1	1	1	0	1	3	2	0	0	0	1	0	0	0	0	1	0	1	0	3	2	13	22	8	8	30	8	3	1	7	0	0	3	1	0	0	4	0	0	0	3	0	4	0	0	0	0	0	0	0	6	4	13	0	9	4	32	19	36	34	53	46	0	3	0	0	0	0	1	0	0	0	0	0	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; OM27	713
OTU713	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned	714
OTU714	537	1	71	21	5	3	0	5	0	0	0	0	228	103	0	1	14	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0	0	1	2	0	0	0	0	0	14	0	0	0	0	0	0	0	5	0	0	0	1	7	0	0	0	2	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	10	0	3	0	0	0	0	0	6	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfobacterales; Desulfobulbaceae	715
OTU715	326	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	1	6	3	9	10	4	8	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	145	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	2	0	0	0	0	5	0	0	0	1	0	0	Bacteria; Chloroflexi; Anaerolineae; SB-34	716
OTU716	667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	4	14	20	19	19	1	0	5	12	22	39	24	14	11	6	7	6	0	0	0	0	0	1	1	0	0	0	0	0	0	3	5	1	9	11	19	0	13	16	3	7	11	1	1	0	7	1	0	1	0	0	1	6	0	0	2	0	0	1	0	8	8	4	3	2	1	26	26	19	26	56	13	9	5	4	14	44	23	0	0	0	0	0	0	2	0	1	0	0	0	Bacteria; Chloroflexi; Anaerolineae; Caldilineales; Caldilineaceae	717
OTU717	566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	2	1	1	12	7	83	1	13	1	0	0	1	4	1	1	0	0	0	0	0	0	7	30	2	0	2	5	4	1	3	0	1	11	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	1	1	8	3	9	13	3	14	64	92	102	3	18	16	0	0	0	0	0	1	0	1	0	0	0	0	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Sulfurimonas	718
OTU718	612	0	0	0	0	0	0	1	1	0	0	0	2	1	6	1	0	0	7	2	12	8	3	3	0	0	0	0	0	0	0	0	0	0	24	5	13	36	9	14	16	23	25	7	12	8	12	6	4	6	1	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	4	5	5	5	12	10	3	4	6	8	6	0	0	0	1	0	0	1	2	0	2	1	3	2	4	1	2	4	0	2	9	2	4	1	2	8	28	13	14	19	25	1	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	1	2	6	13	7	3	9	8	18	7	9	6	11	13	Bacteria; Proteobacteria; Gammaproteobacteria; [Marinicellales]; [Marinicellaceae]	719
OTU719	764	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	59	23	46	22	11	10	0	0	0	0	0	1	0	0	0	0	7	0	0	4	0	5	31	79	50	15	88	35	39	18	31	32	9	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	9	11	13	10	15	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	8	4	2	1	7	0	2	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	4	6	5	3	3	5	Bacteria; Acidobacteria; BPC102; B110	720
OTU720	633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	19	32	23	4	13	1	13	12	9	7	4	2	4	3	1	1	0	0	0	2	2	0	0	0	0	0	0	0	0	60	43	29	41	51	83	2	6	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	18	6	12	5	14	7	9	5	4	4	2	6	3	3	1	1	4	0	0	0	0	2	0	0	0	0	0	0	0	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae	721
OTU721	823	4	3	0	0	1	8	1	3	1	2	0	9	16	24	55	2	1	2	0	0	1	0	1	1	0	8	2	7	2	5	7	8	3	7	4	3	0	1	2	1	2	0	2	0	0	1	0	0	2	0	0	0	2	22	15	0	1	1	2	9	4	15	5	19	27	11	8	11	5	2	6	5	12	4	6	2	3	0	0	1	1	2	3	0	2	1	4	3	9	5	14	11	18	19	7	6	19	13	0	11	3	1	1	6	2	2	8	3	3	4	5	0	0	0	0	0	0	3	0	0	0	5	1	31	18	15	32	31	33	7	10	5	4	13	6	9	3	4	2	0	5	Bacteria; Proteobacteria; Gammaproteobacteria; [Marinicellales]; [Marinicellaceae]	722
OTU722	661	1	0	0	0	0	0	1	0	5	1	0	9	12	4	1	1	0	5	1	5	1	1	1	0	1	4	1	1	0	2	0	4	2	14	2	5	7	0	3	2	4	3	2	8	3	7	0	2	1	0	8	2	0	1	1	0	2	0	1	1	1	12	1	3	10	5	3	3	0	7	2	8	6	9	7	0	3	0	3	6	0	3	1	0	2	0	0	4	8	5	11	18	27	13	10	5	10	32	0	7	10	1	16	22	1	12	10	18	10	21	15	0	1	0	0	0	0	0	0	0	1	1	0	25	3	11	4	22	19	0	5	7	2	1	3	5	7	6	9	4	1	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae	723
OTU723	741	13	0	4	12	15	38	3	5	5	1	1	2	0	1	2	5	2	3	0	0	1	0	0	0	0	5	0	0	0	0	1	19	2	5	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	11	9	1	1	0	4	11	12	4	4	19	26	11	14	7	1	1	0	0	0	0	0	0	0	0	0	0	0	21	20	28	20	18	29	1	6	4	3	5	8	2	9	9	6	1	0	8	2	0	1	1	0	0	1	0	1	0	1	4	10	5	3	2	7	14	18	8	21	25	10	13	11	12	24	26	11	0	7	4	4	2	1	2	2	1	0	0	0	Bacteria; Verrucomicrobia; Verruco-5; R76-B128	724
OTU724	1191	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	6	2	1	4	0	6	9	8	3	4	2	4	4	9	3	8	18	8	6	1	5	0	5	2	1	0	2	2	1	3	1	0	2	0	4	23	20	4	0	0	5	6	10	2	2	16	27	23	7	11	1	6	4	6	9	8	0	8	4	5	2	12	6	1	14	0	5	7	13	5	32	30	22	24	26	25	11	4	25	13	0	10	3	0	2	15	1	8	12	8	0	8	10	17	12	17	9	5	11	24	40	49	48	95	40	18	7	11	15	19	10	1	2	6	3	3	8	4	5	4	2	3	4	Bacteria; Acidobacteria; RB25	725
